# range:[-5, +5]
3.330487182797182477e+00,3.676436312309362964e-01
-1.869945481144098975e+00,-2.059168400272488597e+00
-1.700393358225492424e+00,-4.178024331360561394e-01
-1.979065740134640095e+00,-1.966454865837584665e+00
-2.375637415040346756e+00,-2.722152780438684250e+00
3.252958052086937446e+00,1.091234523470513834e-01
-3.452026957258667039e-01,7.196272415638513831e-01
4.337020747755276906e-01,-3.239190475742845243e-01
-1.432679494177263146e+00,-5.615420163292791367e-01
-3.736970942199843160e-01,8.969931134995363653e-01
-2.091439873222673107e+00,-2.481484516728869050e+00
-2.579973058244463768e+00,-2.852585838985979283e+00
3.171086951403583321e+00,-3.772630976398915620e-02
-1.173969515098398642e+00,-7.508593335750070041e-01
2.763694826494605739e+00,3.301409996940991021e-01
2.627986724355696690e+00,2.654807888512689118e-01
4.700012469238689095e-01,2.469694510292916423e+00
3.107906976742684346e+00,4.764444697972577414e-01
3.057247935017862517e+00,5.007537426630936928e-01
3.075947155986114900e+00,4.445262448362042873e-01
2.949203021229249710e+00,4.290133536373884615e-01
-2.503384017443460507e+00,-2.390690947466104443e+00
-1.895863683763320706e+00,-2.215401673626700152e+00
1.209492419671582136e-01,-7.279214657687405055e-01
-1.841381367343727371e+00,-2.632130670340111056e+00
1.824591379531553148e+00,-1.008064130087777510e+00
3.141481064293125680e+00,-6.942687023528144874e-02
-2.583856225469214341e+00,-2.973337439175538499e+00
6.375305603410977850e-01,-2.744644095076816948e-01
-1.357578789090865046e+00,-2.647369280909688261e+00
2.841882102861592596e+00,5.393974561603943618e-01
-2.746921209858983470e+00,-2.330310687234494083e+00
3.368776749154283934e+00,4.955940438194316178e-01
5.118864676851990758e-01,1.755313247832724077e-01
6.701775039834533265e-01,1.452163421410460176e+00
2.999510683919333509e+00,2.442959412968454536e-01
-2.481985150486585745e+00,-2.442169238888573624e+00
-3.233463943966241334e-03,-1.015946669322713936e+00
-1.893624684313037099e+00,-2.438016406627654398e+00
3.000790329297077008e+00,4.239122201225900000e-01
-2.653578291477935558e+00,-2.655535294614646880e+00
-2.088939712603621768e+00,-2.523403738847630695e+00
-2.534036881428864962e+00,-2.587935742923876514e+00
3.116729844697004204e+00,4.143564764712933668e-01
2.924672628741926683e+00,1.989371757746977720e-01
-1.961090280979660982e-01,6.673759941268481155e-02
6.923196079851533513e-01,5.999382966926189997e-01
-1.657427291813804882e+00,-2.638981949614503719e+00
3.304744182133553032e+00,5.212078944458873320e-01
-2.904034273696380009e+00,-2.032150159671237244e+00
-2.871129351345586000e-01,6.755520722879891915e-01
2.992007710721890756e+00,2.600607345620584154e-01
-2.238822339214191715e+00,-1.810103558020869752e+00
-1.732215577969019815e+00,-2.263077483297720072e+00
-2.329483416770260273e+00,-2.478274435959090471e+00
-1.683798268525182662e+00,-2.285530461673114466e+00
1.738838007414913900e+00,1.514271851561866056e+00
-1.642934177054544698e+00,-2.526250768442827255e+00
2.622397553660606118e+00,5.439714637859022206e-01
2.432835551423152776e+00,3.776875319314897950e-01
4.307846809536399757e-01,-4.657634643309489508e-01
-4.243800363754813287e-01,1.814896510930064100e-01
3.157373440171330259e+00,-2.119603312903391990e-01
1.201601213639173160e+00,3.272728956977793979e-01
-5.004423015803742825e-01,-5.120133307076762952e-01
8.034118664849389246e-02,1.866078880705592802e+00
2.859565004253883824e+00,8.072066333835161700e-01
3.373692692396638382e+00,2.243409500459292993e-01
-2.485958265997037397e+00,-1.971764180427237001e+00
2.944531343979906790e+00,4.965780161687972927e-02
-2.439980589068474703e+00,-2.600631764181974503e+00
-1.945114635964698468e+00,-2.477123592483799985e+00
-2.144553062496787010e+00,-2.153221546383901508e+00
1.144744644855899329e+00,2.384749058516468512e-01
3.107500589229411414e+00,5.978670654991568023e-01
2.300181842126984288e-01,3.597504395147986256e-01
-3.073165059263610388e+00,-2.363457991986911644e+00
3.011816386488925357e+00,2.682284932135985955e-01
-7.218181738451034946e-01,-7.833078331474121470e-01
-2.701788225147960354e+00,-2.049823751005149575e+00
3.141815015617713591e+00,5.108863985781074701e-01
5.841236103336535646e-01,2.591942044607599693e-01
2.973922277979158313e+00,4.645227264137511969e-01
-3.743082011137573439e-01,3.719301304850219925e-01
2.839163764865809014e+00,2.600377326498048980e-01
2.796520652046964983e+00,2.670469394694148790e-01
-2.298832748475158727e+00,-2.146495640975313979e+00
1.353947416054907871e+00,1.203422255732297108e-01
-2.958329395311796173e+00,-2.029492475024714526e+00
-1.809876053735329116e+00,2.260506990143769102e-01
-1.858275194200028180e+00,-2.894938274970992875e+00
2.947972025836568477e+00,4.885647944348436855e-01
-1.984460565741522187e+00,-2.980951604300640323e+00
-2.394524807066128247e+00,-3.244077848307961087e+00
-1.056193064721152597e+00,-1.949270618470171801e+00
-2.207156890818038342e+00,-2.159598132441602925e+00
-4.862934946601366604e-01,-1.459296062411433725e+00
-2.143184402300162716e+00,-2.022165155160214223e+00
2.980009323478856942e+00,5.312903226171568072e-01
3.067551551344146699e+00,3.135615821585499008e-01
2.556248419323031928e+00,8.764282301799170005e-01
-1.861020280153822537e-01,-1.155856247254508418e+00
3.397257149559307354e-01,1.091484325812019041e+00
2.896128014741000012e+00,6.232100070855638441e-01
3.026708405800214496e+00,5.094003166285958617e-01
2.900546300916099884e+00,1.829236300652793967e-01
-1.239361440276613546e+00,-1.262800970647214971e+00
-1.599637813252568153e+00,-1.057805813501446535e+00
2.959943492295703749e+00,4.769864931312552646e-03
-1.725237629521345628e+00,-2.060799591148060994e+00
2.844258681978121928e+00,-1.463960785922896468e-02
-2.730498857858077999e-01,3.446803550990178988e-01
-2.549819902805467997e+00,-2.390911489066898099e+00
-2.039363715213577066e+00,-2.717176069404362071e+00
2.812648649740709494e+00,4.608754296761551350e-01
2.811870057754026764e+00,5.469011005456562158e-01
-1.480054264300865841e+00,1.064316881898868805e-01
2.703821879728030897e+00,3.587746175965678685e-01
-1.231452802443090855e+00,-2.672676949799265067e+00
-2.046535873009596163e+00,-2.791711074385526459e+00
2.925925396552822022e+00,3.407959635538309051e-01
3.024955843395515043e+00,1.635342655554157809e-01
-2.220863458007221070e+00,-2.479225600071886859e+00
-9.342619286864243255e-01,-2.683510694482788228e+00
-2.459655457060828110e-01,7.491281598543845233e-01
-1.938865918931513832e+00,-1.834995492720242094e+00
3.826982252608099877e-01,-5.680272082012651769e-01
-1.970725776348761116e+00,-2.119595665380025196e+00
1.015135079975738819e+00,2.166009794787886023e+00
-4.788567531318389525e-01,-9.244539632800480300e-01
-2.278566418065916643e+00,-1.845696943869118867e+00
-1.433344568046321488e+00,-2.302667709034436072e+00
-1.779722815785087953e+00,-1.864814321599193248e+00
-2.143547386768703156e+00,-2.171655165125478959e+00
2.933353811377252374e+00,3.273851523206204872e-01
-2.692455721207333674e+00,-2.446537357673489677e+00
-1.611577825550050802e+00,-2.376780316274112459e-01
1.669529095906462146e+00,-1.141071857031555004e+00
2.840303838059521802e+00,8.109835195349709425e-01
3.199865090982410010e+00,2.014726402269964300e-01
3.049515804158279497e+00,4.556260671936229745e-01
2.296460115395610124e+00,1.859495598499528501e+00
2.519900207233652378e-01,5.633237566276907415e-01
3.044166792359980001e+00,5.664014802023217277e-01
-1.750632951694583328e+00,-3.233741281840876169e-01
1.030542965413071554e+00,7.507562315630009753e-01
2.958538784924395149e+00,4.519233628237211142e-02
2.673585505929390038e+00,2.239484639306389691e-02
5.585131917283731040e-01,-1.018450034904400781e+00
-2.432857869532918826e+00,-2.466843374586473736e+00
3.508855361659751537e+00,4.338287083269112832e-01
-2.399561466530014009e+00,1.882461959350634428e+00
3.006983085944809453e+00,4.324285086822406976e-01
2.872164066434280461e+00,4.012491252835110878e-01
1.995010918742982531e+00,-1.208761864850678824e+00
3.145838252189221418e+00,4.568360507025572281e-01
-7.227730997641235167e-01,-1.339237088613773663e+00
-7.482519934992174493e-01,4.953801122755153719e-01
2.894536873599543370e+00,5.414434581607184827e-01
2.854062354352510322e+00,-7.336281818027851065e-02
2.895011748178701882e+00,4.851415296182169934e-01
-2.308224494277874239e+00,-2.459347637609004433e+00
2.942256626860572322e+00,7.479461872409096657e-01
-2.290327295987463874e+00,-2.786525238610775279e+00
4.012601111287110167e-01,-1.594266913030742749e+00
9.450098753075620861e-01,1.330148271906383406e-01
2.524654189477133936e+00,5.787347430705642726e-01
5.435645707619207734e-01,-1.342403670092322168e-03
-2.399291507368856990e+00,-2.839197694286702767e+00
-3.281168064259221140e-01,-2.492142440890324495e-01
-1.780767910222891715e+00,-1.531934121983237418e+00
-1.168020468160389402e+00,-1.092165913838359481e+00
-1.632824385235146503e+00,-1.722898293997925823e+00
-1.458704009008777502e+00,-1.237257387050355151e+00
-9.292934392218904494e-01,-2.345700026060787646e+00
2.974376762948493624e+00,3.862800927260160583e-02
-1.905874053218783226e+00,-2.762840228738538073e+00
-3.453638574599214306e-01,-7.063821816177850987e-01
7.481191968828903027e-01,7.397290227806945229e-01
9.018097489578449366e-01,7.355345225432655676e-01
2.997419511746767906e+00,4.062641117828069692e-01
-1.107832259350144843e+00,-8.884254734507160411e-02
2.970278040322503976e+00,3.715841283134946882e-01
-1.689418223589971291e+00,-2.127321154727744190e+00
2.506429962411044432e+00,5.116002082763302372e-01
-1.129290526687453874e-02,-1.130633355443527943e+00
2.018605358078257694e+00,-1.755187966373676689e+00
-1.666639210781481584e+00,-2.079090847403251008e+00
-1.546031442687944235e+00,-2.425600668035384544e+00
-2.202831098447337155e+00,7.061485128915143683e-01
2.981334812554944147e+00,4.064672025950253897e-01
-4.606205832126543664e-01,1.143792348958828420e+00
-2.369568375364639490e+00,-2.110582627168347880e+00
-1.760194048608662243e+00,-2.630481355864294546e+00
-1.209426987741362813e+00,3.436112905043944843e-01
-5.373188635788849199e-01,4.016910357791774189e+00
3.169485516412012593e+00,3.549929825763186719e-01
-2.749365338046474427e+00,-2.807566243849811016e+00
2.546069492207290619e+00,1.875111857508209856e-01
-1.796820118986745207e+00,-2.201088388029132314e+00
-2.258382879635593143e-01,1.278183602195020585e+00
-8.168171340354494214e-01,-2.004894765089353104e-01
7.244275217808945344e-01,1.392559672477238220e+00
2.838135602561383752e+00,3.610998508790232431e-01
2.939995926767922541e+00,-1.405730179740495023e-01
-2.528309337304607052e+00,-2.008345530480896368e+00
-1.556354238966312087e+00,-2.989959901374285245e+00
3.065514595415668619e+00,1.368983373211818677e-01
-2.467302467668807342e+00,-1.124735398499696393e+00
-1.987546827137620653e+00,-2.142413516623068670e+00
1.008439924542371191e+00,1.623042202262501732e+00
3.080537858970986864e+00,3.997316558009655907e-01
-1.906741204643065402e+00,-2.190752096088858014e+00
1.138931915901759018e+00,-1.436009830880029314e+00
3.145434459640257252e+00,3.802504127034496140e-01
-1.884716912142938350e+00,-2.133206429927378078e+00
2.731836506511232887e+00,2.718452249114760577e-01
3.269401004225497953e+00,2.762657404746539647e-01
2.636847137200317270e+00,2.593051192417892281e-01
-2.431781333943731749e+00,-2.823441040299882410e+00
3.135107031364639418e+00,3.737604856102030859e-01
2.974276232013358445e+00,4.455107877688962437e-01
3.149063799530635421e+00,6.309171079151912886e-01
3.072774642216137497e+00,7.480627431139857952e-01
3.096945916122983089e+00,-2.930399095462661238e-02
-1.421801860946735774e+00,-2.335047036084249239e+00
1.323076603250915584e+00,-3.086084141867665998e-01
-2.625399631224545782e+00,-2.182156462344814418e+00
2.726809727842969711e+00,3.587089161934501336e-01
3.149557895497648197e+00,2.613620145847266318e-01
3.360863632523536371e+00,1.080189600582166648e-01
6.407375937259366383e-01,1.375564166450206904e-01
1.251314282859675719e+00,5.909473831732392490e-01
2.916978858857564028e+00,3.590601680639706195e-01
-2.233725996253349333e+00,-2.127704346373363808e+00
-1.616110799583743596e+00,-2.453768531591717039e+00
5.876149005268482828e-01,2.083221413541266109e+00
-1.280084498332421550e+00,-2.188089323142270004e+00
-1.795902350388576263e+00,-1.522580387835484439e+00
1.059903140665906518e+00,1.077935162346237430e+00
-2.172472702552392221e+00,-2.435376912771471503e+00
2.501877804766656777e+00,1.999735057754694068e-01
2.965131228299225263e+00,4.029727404208742203e-01
-1.867569003196798860e+00,-2.295186305954854067e+00
-1.585338581564697646e+00,-1.518011418690900616e+00
-1.791379044875714310e+00,-2.152539546373100965e+00
2.547925018459517243e+00,4.066005907174282674e-01
-1.297667530425566706e+00,-3.190667092887012224e+00
-2.396716256812416290e+00,-2.698559982805571078e+00
-3.669114097247124784e-01,1.069997493887885787e+00
-7.238143366199658590e-01,-2.305377629472307621e+00
-1.453784161495721650e+00,-3.198630063800422807e+00
1.610589476237840545e+00,-3.923641380137196655e-01
-7.343220006211831352e-01,7.805920834387363172e-01
-2.398693880295706737e+00,-2.010173617401297630e+00
2.797214604029148788e+00,7.124933064019447482e-01
-4.235075104574909099e-01,-4.846603966440856115e-01
-1.678332682229075390e+00,-2.182865405357500954e+00
8.914240315443766605e-01,1.596148066502926843e+00
-1.595634190097099836e+00,1.861987982031394262e+00
1.795012483244882717e-01,1.957307682399928583e-01
-1.576403323328697814e+00,-2.436467054359349405e+00
-2.609335544330765977e+00,-2.927721668572169644e+00
-2.804541542655250463e+00,-2.852617823220315429e+00
-1.501650361133730405e+00,-3.104630559743550400e+00
-1.479634610768772451e-01,5.943287794737264207e-01
-1.790429114634643826e+00,-2.474536369026416605e+00
2.936508062795995411e+00,4.773031519989717197e-01
2.931139651736424323e+00,-4.268718994257131305e-02
-1.775337017245702809e+00,-2.407602168755837990e+00
-7.528316787509057306e-01,5.014107666607441338e-01
-2.411942520563047143e+00,-2.934904926681225490e+00
-1.897820481386081504e+00,-2.270900177219418392e+00
-1.782835011409099613e+00,-1.336314591809576013e+00
-2.154804159006484809e+00,-2.531302754711524994e+00
2.875438657140866994e+00,3.050784445728034755e-01
-1.983284891875236822e+00,-2.655758342601640010e+00
-1.642969694485026499e+00,-3.655261668008364939e-01
-1.581325742737612838e+00,-1.716342730605673106e+00
-2.280544007182170319e+00,-2.795374339253107188e+00
-2.056253108468775626e+00,-2.138436616116744737e+00
-6.821594961282987368e-01,1.692705785519684092e+00
2.832728160654408800e+00,-9.293686679359457192e-02
3.080598041957413713e+00,-8.611347139754080282e-02
2.761881782966062460e+00,3.732823069115661641e-01
-8.195704113290850357e-01,-1.396591624052500036e+00
-3.757508159145511173e-01,2.689637566062636487e-01
-1.435329261463780925e+00,-8.531657254684879010e-01
-2.198304972322879802e+00,-2.902640739644127610e+00
-1.260270761047660226e+00,2.472380197881663688e-01
-1.564231813059312692e+00,-1.177552188265317268e+00
-1.636253293955709953e+00,-1.853345664639641122e+00
2.308379943947455271e+00,-7.592697023442543935e-01
-1.507466792567376368e+00,-2.745840408156870360e+00
-1.961158975242463631e+00,-2.375258452387374319e+00
3.268533997538095814e+00,3.801215473580612514e-01
-1.622151066275006936e+00,-2.657794542882617517e+00
-3.366831954805011407e+00,-2.601623015273105466e+00
-1.590128023972255500e+00,-6.812546809659795199e-01
3.083745599316193964e+00,2.031930953541731533e-01
-2.032600227231814660e+00,1.019099902158763227e+00
3.138930670826562519e+00,4.524750447268611753e-01
1.536658466322294192e+00,-9.595512003520964561e-02
-2.073889543138367042e+00,-1.886660719624968952e+00
7.396700270483933526e-01,6.004973702794518253e-01
-2.046392433151145607e+00,-2.154759850489142092e+00
-1.393469984305071074e+00,-1.678987061017327420e+00
2.937283174494896176e+00,-4.544203144633713470e-02
1.117540471767120847e-01,2.580955134341276658e+00
-1.816396252703537328e+00,-2.888274167099373457e+00
-2.008050406766244578e+00,-2.429957588593108397e+00
2.834134746098916580e+00,2.833669567949081425e-01
-2.272118392303851486e+00,-1.587873382527091648e+00
-1.733930670614714398e+00,-1.726744565652033714e+00
2.647231446210251082e+00,8.762006353313118723e-01
-1.675978610114951417e+00,-3.031410826702118921e+00
3.021068147352314437e+00,3.228400691629867980e-01
-4.533473175030555247e+00,-1.657235158770546057e+00
2.793328565161755872e+00,9.039259855372229202e-01
8.874740226700154055e-01,-8.300042550221815585e-01
-1.454084688601616770e+00,-3.402276521264073317e+00
3.019650622851865585e+00,5.329522354012390384e-01
2.921831107628049651e+00,7.807273610065103009e-01
-1.861674225440948183e+00,-2.015174369539781463e+00
3.599847773336918300e-01,-7.726609817414682446e-01
3.009998807922929398e+00,4.342430993335531508e-01
-5.160928559423549888e-01,-1.452722998429661461e+00
3.318226394958186720e+00,3.626956125056266522e-01
-1.106940163121858056e+00,-2.162929010241819994e-01
2.988756334970051221e+00,3.490111989621694222e-01
5.399674222762247400e-01,1.757420889411865361e-01
8.911975263841145356e-01,1.935907658615746874e+00
5.273332541686764907e-01,-3.441785799767422271e-01
2.752311097444223531e+00,3.824665048773461806e-01
-4.686911588778324700e-01,3.842756543664948565e-01
-1.690754794830288121e+00,-2.400421373611689280e+00
-2.674311844997360410e+00,-2.000785207780358732e+00
2.745355462775213654e-02,7.285684248430326360e-01
8.692196326138258433e-01,1.495926705500537635e+00
2.974408922031078095e+00,3.831322906313255894e-01
3.092301727479104922e+00,5.067523894697376630e-01
2.725590703417543725e+00,4.482438699410012939e-01
-1.962173190890006858e+00,-2.948832004576033228e+00
6.749970917208257815e-01,-1.194674082476049781e+00
-1.879406372184149410e+00,-1.844397643287998712e+00
2.818295363821140320e+00,4.753566213905437432e-01
8.432878467276030410e-01,1.247159892935183478e+00
3.341270213052750293e+00,9.343806881351932048e-02
2.896791676925407177e+00,2.688063950505462096e-01
3.010552077512551161e+00,1.689726720678068339e-01
1.192347905729628010e+00,1.426712090455450443e+00
3.036720534036645880e+00,5.086575492344067584e-01
1.062494678262307257e+00,1.268866252171817033e+00
3.011702237429873197e+00,2.206841540669867430e-01
9.467802763385588793e-01,7.518902347903262673e-02
3.322510595232334385e+00,6.270039686284550884e-01
2.815873149484454441e+00,4.335932337219401515e-03
-2.142527454267114440e+00,-1.574175828762160778e+00
2.872200990948238886e+00,3.184960007710431751e-01
-2.232260982821518080e+00,-2.023156106214698824e-01
-2.454660934012137474e+00,-2.736872195812344533e+00
3.882315482238958837e-01,5.469662591345932912e-01
-1.259069178690207513e-01,5.192015979539147397e-01
-1.676637360647722952e+00,-2.590023125520044101e+00
6.222379235071607839e-01,7.537925330324227735e-01
-1.844850935139543679e+00,-2.111147664514345212e+00
1.740925903819746878e+00,-5.750037965063994339e-01
2.054202049367155267e-02,1.412673532321976788e+00
2.378164630383670097e-01,1.859856258597920586e+00
2.875466733983492507e+00,-4.536480378223906734e-02
-1.865334525763955087e+00,-2.413095668239792158e+00
-2.298601515440301668e+00,-1.970876523046666717e+00
-1.212142336975659651e+00,-2.134628199542891736e+00
-1.182924621910067309e+00,1.869159640316630511e-01
3.437107425569037034e+00,3.319911536363834847e-01
1.333249263666040074e-01,-7.608231196587476042e-01
2.701832563782836871e+00,7.298533141583850581e-01
-1.297265993093557279e+00,6.280022620260635735e-01
1.608318144193828347e+00,-9.480791481738304327e-01
-1.105767538327093957e+00,1.174293601627219408e+00
2.891282251560299166e+00,1.967818698638588715e-01
-2.415053351754667121e-01,-8.714723629948647465e-01
4.813226955566431847e-02,-3.214294472555433435e-01
-2.226215132852265022e+00,-1.668022879561224414e+00
-2.257242528832165362e+00,-2.724677468057203011e+00
-1.056146332212682282e+00,2.167769916046949241e+00
-2.032688329864885457e+00,-1.740814603357837331e+00
-1.521316048076839067e+00,-2.686179302785479450e+00
-6.061188477178518497e-01,2.898148272484227794e-01
2.587987290183686007e+00,5.783489810359264682e-01
3.204385978097499255e+00,-5.737701338546302016e-02
2.980923718968615965e+00,6.159742784477418853e-01
-2.692783097686707983e+00,-2.108284459741197825e+00
-1.913691015509038973e+00,-2.405162665840479441e+00
3.062884022795389960e+00,4.496440024803695645e-01
3.196034680987279941e+00,-1.358828208935267991e-02
1.279344862291033058e+00,-1.854340118290114914e+00
-4.103039206104677206e-01,1.710279995851436086e+00
-1.716414658742480892e+00,-2.551250885884435604e+00
-1.905627540846184464e+00,-1.762456652376215516e+00
3.146062897074386910e+00,4.062466883859048306e-01
7.856784957404624459e-01,-6.524195524930622714e-01
2.941014039129214552e+00,1.904227761914538963e-01
-1.179812784318529095e+00,-1.915343608428066835e+00
-1.780338736064346117e+00,-1.791879558900694835e+00
2.930006990892125796e+00,5.340706606489201147e-02
3.138833617795577346e+00,4.243475534775013602e-01
-2.374267681780895867e+00,-2.247735765027030208e+00
-1.439947245496926209e+00,-6.416477748951003868e-01
2.743878562482246597e+00,6.898705323342608775e-01
-1.589020553468121488e-01,-6.207411296365076270e-01
1.480402108551354345e+00,-1.601933912567673923e+00
-2.053707406305379291e+00,-2.530532682002535338e+00
2.784409255741976619e+00,6.384279123070188966e-01
-1.946841325444628623e+00,-2.165250199326770097e+00
1.235760208733644561e+00,-1.427874147781980074e+00
-2.847147578396283851e+00,-3.038606987041644114e+00
1.298157378102279269e+00,1.642707975641495011e-01
6.257815760173546238e-01,1.602899771317506383e+00
2.630082221544452370e+00,9.986325540612973894e-02
-2.946681317358698315e+00,-2.171073738587850244e+00
2.919101244432290354e+00,3.488284204737278071e-01
3.076635111249450549e+00,2.720975174684506781e-01
-1.855126038069129457e+00,-2.876505674548494706e+00
3.378673429037914566e+00,2.619354075263559678e-01
1.901799481469254705e+00,-6.164765691348607080e-01
2.732845665115787082e+00,4.441530644418257845e-01
-2.411386787689421496e+00,-2.399901896405679746e+00
-1.854428626611757558e+00,-2.656260716901182928e+00
-2.341464422362317777e+00,-2.519049452611612949e+00
2.870943720892948914e+00,1.953359366014614240e-01
-2.158756464442039835e+00,-2.207381239621566404e+00
6.710812714179344995e-01,1.004597464055440703e+00
-1.515435939101556162e+00,-3.109677662160938549e+00
2.957454026963425076e+00,3.126313411447913526e-01
-8.480436243185683898e-01,-1.088711702310921403e+00
-2.682741257361053400e+00,-3.000883972767633079e+00
2.765219407772604665e+00,2.951531622387683074e-01
-1.426344600762545212e-01,5.282782657279730953e-01
3.297086364596762298e+00,4.095012052056796192e-01
-1.532774953159743436e+00,-1.980281488482726449e+00
7.825695661872543729e-01,1.092361586613380009e+00
1.135124900143295701e+00,5.586644815320177537e-01
-3.077880486873126653e+00,-2.049458971514340977e+00
2.974025979854539870e+00,9.820748842252128297e-01
1.327575242061881822e+00,2.393664328505162864e+00
-2.008876027205352965e+00,-2.867229014620919614e+00
3.121810810742324360e+00,8.441994161677323083e-01
2.958037856803430898e+00,6.894521715881535284e-01
-3.360588289325590616e-01,9.358356988320439829e-01
5.164254615681792560e-01,1.884701419358233876e+00
1.452092185858372186e+00,-1.069043536296708341e+00
-1.218036980331397956e+00,-2.687873019840645306e+00
1.761612799874243462e+00,1.100521608049115807e+00
-2.217020493134006731e+00,-1.813814064423003192e+00
-9.380938743654935186e-01,1.427769314909180798e+00
-1.783974330511546080e+00,-2.905872907658653581e+00
9.266667737654973869e-02,2.533649489626929263e+00
-1.842520572312823512e+00,-2.011105427992438521e+00
1.763584288605367201e+00,1.333448928156824309e-01
-1.751297503841108938e+00,-2.328531052590057993e+00
-1.979785267591624098e+00,1.657342738529154147e+00
3.436809704416011080e+00,5.227896444685157240e-01
-2.126524819248676312e+00,-2.887955845547492295e+00
-1.811563369992684747e+00,-2.346369596427445803e+00
-1.750450342908389523e+00,-1.723910787095527031e+00
3.141383578147355138e+00,1.708673989041725183e-01
-1.749220666811056146e+00,-2.108062286606978475e+00
1.417595999632764898e-02,3.638725642887221529e-02
2.761406139768755708e+00,2.050043445303360301e-01
-2.378546004597828833e+00,-2.849507425596634835e+00
-2.077922653321963242e+00,-3.010784632302840436e+00
2.893711778489983732e+00,3.704688534220308971e-01
3.047384275154001010e+00,-5.907791996992513284e-02
-2.512877384626461819e+00,-2.129454969835358646e+00
-8.551469522175332294e-01,-1.342650438101851362e+00
-1.561514821333394032e+00,-2.114175952875217313e+00
-1.118607744663729697e+00,6.626189249330997066e-01
-2.348026619741607313e+00,2.389494814409343526e+00
2.866022717922543261e+00,3.738821664334771033e-01
-1.674310390337156340e+00,-9.268794313309174360e-01
2.968144046275241088e+00,3.104825283483810261e-01
-2.097234321104088473e+00,-1.495463142908169119e-01
-2.564667227052998211e+00,-1.637714598969374213e+00
-2.697918279583168211e+00,-3.212647198020651906e+00
2.900502138382601292e+00,-1.601493675273833184e-01
1.411666546846759074e+00,-3.659860501404577082e-02
2.796349114108494405e+00,3.848119028525603252e-02
2.821262343301121689e+00,3.374239263882694018e-01
2.931929157001691877e+00,2.290728915444437408e-01
3.232885857957598308e+00,6.660854857816954633e-01
2.687014056898290537e+00,3.289509766626110276e-01
2.276813384236119064e-02,-5.614943956000394837e-02
-2.387251966391390923e+00,-1.552887447134176924e+00
3.216496959387209476e+00,1.499354525380327263e-01
-1.345420428558344650e+00,-1.011724218631675054e+00
3.286817836585605779e+00,2.060894803011704413e-01
-5.529917848339275244e-01,-3.563548422448575836e-01
1.080700393077971055e+00,3.912646488560519442e-01
3.408366253271103652e+00,2.755526728609684062e-01
-2.450395917699384807e+00,-2.910207906888665708e+00
2.964687495655071725e+00,1.759088830814975468e-01
2.861925821031288120e+00,2.986499630748315481e-01
1.852008543074808999e+00,-2.679808540190152577e+00
1.584500781307806472e+00,-9.536777684112774933e-01
-2.391224545621984721e+00,-2.400274034693888670e+00
-1.122256310757872022e+00,-1.602453801353652008e+00
5.600998604187996666e-01,2.555916304505839731e-01
2.973181918255849876e+00,2.203804968312904622e-01
-2.170348207766350956e+00,-1.922447669088077182e+00
-1.787016700185737550e+00,-2.546603510952320182e+00
3.242252336568610005e+00,3.857556134325130781e-01
-1.930182998147474072e+00,-2.417626794136196189e+00
3.076653073038555064e+00,3.970874986786991356e-01
6.301801388683301308e-01,-1.193846759600423635e+00
-2.095980506305844759e+00,-2.798577795538214730e+00
-1.400313384115146054e+00,-3.230408489196702204e-01
3.087568706489805415e+00,2.340535010867575982e-01
-2.183810442776966898e+00,-2.122927783728906892e+00
1.043713981721271722e+00,-3.766839713735994355e-01
-2.221593218707524908e+00,-2.344754842368760972e+00
-2.549796453793924389e+00,-2.561989451847247690e+00
-1.994328425788623793e+00,-2.467825496043844602e+00
-2.826662983031526188e+00,-2.822212522342421259e+00
3.086884941498603041e+00,8.233809712319503094e-01
-3.125350902566368827e+00,-1.977259150626969442e+00
-2.311866594183586976e+00,-2.643209114934975457e+00
2.968041397906568069e+00,4.198824101521508867e-01
-2.020173577141719079e+00,-3.127978852302023327e+00
-1.706893146709811182e+00,1.237595568186616590e-01
3.060275931266611238e+00,4.876330009454877823e-01
1.066135815220496837e-02,1.093277699165107641e+00
3.236429892899854721e+00,1.316578308718196200e-01
-1.349244030641192138e+00,-2.598820029965694278e+00
-1.046321133974022766e-01,5.932401527063648761e-01
-1.498247654985945365e+00,-2.570845938521152618e+00
-1.987184666336263117e+00,-2.463297858078107971e+00
-1.385510958216640054e+00,6.478755881735689393e-01
-6.745021762339743765e-02,8.811283989270891626e-01
-1.969176425480321235e+00,-1.838513858738767714e+00
2.817039528073107757e+00,4.700482268712173339e-01
2.482997107791204527e+00,3.470811371014233537e-01
3.227138212802898920e+00,1.051918183071089419e-01
2.332336092450829845e+00,5.165729208451316223e-01
-2.274445698463053167e-01,3.908944086430485854e-01
-2.105412737814152280e+00,-2.176756379123602869e+00
-1.899771429360635366e+00,-2.134398693458597673e+00
3.879991311634027884e-01,-3.731003950045103101e-01
-2.237254303987781245e+00,-2.298647730500482655e+00
-1.936629663445617489e+00,-2.497116675774327277e+00
-1.100990579164838001e+00,-2.946359951810087807e+00
1.102538472178452356e+00,4.258102108973116362e-01
2.838092215734035584e+00,4.465212760009092813e-02
-1.776835640139354133e+00,-2.313132418780445843e+00
-2.323916213344426218e+00,-2.961619385596369725e+00
1.081625011408019477e+00,1.434479611433770938e-02
2.807249263742194412e+00,3.502764522266074709e-01
1.122830890960050176e+00,7.587608272517080144e-01
